Load(kN),Deflection(mm)
10.921750524035335,0.6158852252889185
10.652305631647039,0.3530433464411968
10.480907534188262,0.07324309932097084
10.722058085227253,-0.10793778290532884
10.46683537394929,-0.3991844111786671
10.805909945739359,-0.5558924003845258
10.53363350920902,-0.8178474840204583
10.614414807328144,-1.0298920899712114
10.362894052322801,-1.191015400354438
10.354529893318501,-1.3122792469395073
10.506546643740084,-1.4479468140940308
10.23037512682785,-1.4260364389866138
10.045974022585309,-1.452669749615758
10.109799157954296,-1.4527700549572566
10.063402557462684,-1.444486209282914
9.968751529075313,-1.4480445602801917
9.918111755543963,-1.3679271591691613
9.86032498991368,-1.2908903170811241
9.833400635267342,-1.301959087620402
9.824291618999244,-1.3768320905545053
9.542490822234662,-1.2945456978393357
9.76887475814669,-1.3552027981998156
9.71813291961581,-1.3611523793154516
9.506336871191536,-1.463480449852189
9.494622776399916,-1.5814710168844335
9.600343111036391,-1.682057771170281
9.571002232606618,-1.8365386646245259
9.25936712555654,-1.9617090017904601
9.279349916078843,-2.0545753102760016
9.019335576418465,-2.1174202361355206
8.977241570099524,-2.1809979796745607
9.212423903837195,-2.3618859989938623
9.373901937713612,-2.3764208497126327
9.109046223786367,-2.319321887422039
9.141657248423595,-2.3403485340907624
9.087897603410802,-2.2247434221378084
9.07174478711661,-2.1538973003107302
8.960990560093578,-2.0080078854560743
8.88610516749488,-1.8013691047390623
8.78605966758974,-1.6954528137985765
9.172157016176298,-1.3858935810925648
8.990619445803866,-1.1525664023632478
9.03264130389228,-1.0776181299196637
8.993875142803937,-0.8176618172953111
8.968893399176155,-0.5926096949395999
9.12307008512752,-0.43256229687826886
9.023222021915357,-0.23299654205379217
9.198472530431633,-0.14499875628794018
9.128199071067524,-0.04326028024741386
9.00880889176687,-0.06862017642360833
9.206186784360849,0.007140808427801827
9.308227706360654,-0.08569632125209137
9.32223865712098,-0.022595721586607356
9.404112045637735,-0.0061818552616518425
9.36297196135389,-0.02305117783578294
9.381925294478663,0.11281290085055462
9.491006592820208,0.06189802384522465
9.543456090417596,0.06556547406536735
9.517681005900023,0.18285283923004175
9.616708332722755,0.29244240848228975
9.746145277006962,0.44016942657769165
9.827659752436476,0.6613925310343668
9.72974507897789,0.7452332905858955
9.822231964146125,0.8240854988452608
9.94532002093866,1.2217578851711863
10.078192377170733,1.3474541038902352
10.248166970380959,1.6297629213824256
10.13892910449737,1.7614050666162728
10.173697207633078,1.9917250557650905
10.08647173698379,2.193224397472918
10.479981077263371,2.1846901898369415
10.347934450821176,2.337689939423532
10.356513139986719,2.3652220804807573
10.51356314963288,2.314394805054967
10.438782122452013,2.331967393961674
10.533004811563893,2.2421712567373064
10.612453678998873,2.20718562352275
10.670687894937085,1.9963090801319137
10.553890016090428,1.9279360006317958
10.903486232931453,1.842240045016486
10.778949256789401,1.7829573856696712
10.746016196582652,1.6105483860530305
10.816363656380105,1.4173331641055795
11.016280720619356,1.358306414746562
10.90976739620697,1.397096629400023
10.967758886730087,1.2653304427934486
10.93140037093949,1.3127769683938146
10.954767442426794,1.3361004265405383
11.187813518218611,1.4146465113783282
11.02299527439923,1.2774623984999398
10.878539244745058,1.4477543437403444
11.052168248080568,1.4983926985766975
10.808510015704769,1.4899654957380142
10.942109764066453,1.4280248351704041
10.824387579618941,1.508355074421612
10.909586774345586,1.425100957096923
10.82618993556964,1.2671566203031135
10.921637565535224,1.107604596985882
10.68033443224921,1.0181425245609057
10.859986136287763,0.8761738477329699
10.905687333152834,0.558615445999716
10.76793101605203,0.3169960433682784
10.607050937819864,0.16994421620976966
10.691342759336365,-0.10633746287639546
10.684804062154761,-0.38486166080913164
10.498490739295471,-0.6584940036525326
10.663936074260732,-0.7122218714627448
10.299696507038298,-1.0281370333110087
10.372153869029468,-1.1870666426310437
10.496828232853163,-1.3585276578636825
10.372709680166846,-1.3815251601794987
10.14852500388542,-1.3615875303971978
10.223054925556937,-1.3768344115739541
10.055282911569758,-1.5229173843141877
10.067747179323568,-1.4299116506964127
10.20792875969975,-1.4184249700571294
9.827872867733102,-1.4370219030083329
9.909816351588056,-1.4183605628023597
9.848557816729516,-1.1894735485941013
9.73911761617118,-1.3342413264170454
9.657708806588744,-1.2094619200049679
9.59696520026986,-1.361346983230986
9.444039549442202,-1.357530146183522
9.644538445157462,-1.5137340716446268
9.317473090679114,-1.5439905367477138
9.356069754936701,-1.614193093205065
9.259417594893657,-1.8418530904066883
9.134731844995846,-1.9593592163235845
9.157633921847752,-2.0329164969392095
9.32083069403106,-2.2396909934679132
8.99342325115007,-2.3152885816363256
9.147433225908754,-2.2964756618234663
9.183394008545894,-2.4260081622137486
8.864631170337574,-2.414935486604757
9.026139553473724,-2.3189469072537965
9.083931709250436,-2.26070381126366
9.124327983089586,-2.1665156841987385
9.01146014971424,-2.086154325992037
8.987349754103432,-1.7642384457964135
8.958316211483815,-1.5869321642017067
9.021505886520224,-1.3049649465395743
8.921369170528587,-1.1331292269130626
8.911917932989548,-0.998928616759756
8.905607958187856,-0.8630612860268643
8.987372920280336,-0.5178528758549672
9.02231778626335,-0.442345820420259
9.16587472907132,-0.35872820114487597
9.216166657958208,-0.22461481452135368
9.287759903509714,-0.08532511296662705
9.198817776652534,-0.06094384393842531
9.216394717943567,-0.034057869355103555
9.091728775040846,-0.034632021052168616
9.262296391330636,0.13372647994510067
9.29772695045133,-0.009130559022995229
9.532934810120565,-0.007758027087748991
9.534785581764746,0.033881939062044356
9.534217991775062,0.09780409103456142
9.5519928146531,0.13428029645794412
9.649240553045324,0.18477703706887627
9.701797621068325,0.3422018316592441
9.589061967451858,0.41983450901431085
9.866543744543234,0.5841273631880745
9.850730044093703,0.7862385927982354
9.763971804150113,1.040188744785554
10.026727553126223,1.1182486716248512
9.749275211382095,1.3557494964961507
9.920158183254285,1.608676450704284
10.031687720674405,1.8245045919228384
10.170578292961277,1.9963282099674864
10.332469975720258,2.150387178105229
10.343618287852411,2.229334430399971
10.272651869552833,2.3951291019013916
10.31244152373042,2.330488210404091
10.317646064827661,2.3802075642818408
10.411291739466819,2.3102442374225083
10.576547034181985,2.219083520030288
10.598177643581034,2.1658041267385455
10.839416652208325,1.9895767435853395
10.683238174902826,1.964155641386955
10.755976779533526,1.7903634505115766
10.668493186034027,1.697574830784213
10.982783502385452,1.5639819170846279
11.112474241871125,1.480270279196673
10.71181185910412,1.2976969627108523
11.037723551641983,1.3972395382070806
10.938112003723251,1.16708104964134
11.093050897457356,1.2854963048189942
11.011922389400013,1.3370463650118352
11.08123773542993,1.3217130276012026
10.997263618352449,1.3597387661067943
10.806135914168573,1.4080613651107106
11.16190124302491,1.4361243317051393
11.109586233683883,1.4375036211495082
11.093469468007088,1.5215500792610122
10.861081468155927,1.5319157569049835
11.053689604909385,1.4209117974999392
10.768071178952473,1.185187301399007
11.012211527544014,1.1602625991885063
10.820783492787376,1.0845226481632635
11.016788797762157,0.8272978868120372
10.742570232114339,0.6921096925045365
10.730837844372065,0.4133291485055365
10.641693252848563,0.18238002559882055
10.905627068386075,-0.06649230258898764
10.74740707891582,-0.33011752270761185
10.491083013310071,-0.5473697440006896
10.572841558061485,-0.8732813307424909
10.45564367128698,-0.970409865527281
10.599751907685242,-1.0606117763211895
10.415995733861285,-1.3576998857457077
10.355275625590368,-1.41100519461139
10.153134260688129,-1.4954056792629167
10.098571896357411,-1.4503748950620932
10.217165466361244,-1.465285708829331
10.080224091855328,-1.341357562430844
10.086049782953499,-1.5180005151861544
9.766227545873235,-1.3790424511161512
9.913771700877145,-1.3045356107822712
9.9464356986369,-1.2716350594669326
9.757020963689111,-1.3197426311611986
9.815765880552542,-1.3300978379800228
9.69880305510843,-1.3528390516723237
9.621909606343943,-1.4117959894805214
9.520744460904579,-1.4324848634254006
9.48251033104659,-1.5666627012327803
9.246280395308881,-1.697152419832982
9.394081940923032,-1.7672581864579975
9.409806113981974,-1.951103288311472
9.229074681039915,-2.0448132649255957
9.090705526068788,-2.1034328806163543
9.270478343740919,-2.2690506495364553
9.138807026972572,-2.4744409571031727
8.984708287827026,-2.3864904083163583
9.195508007876086,-2.2995600508438225
8.954793171844871,-2.3341490299065653
8.966732665298847,-2.3627926473190497
9.159490896391834,-2.1222710646616996
9.079433475011621,-1.9845928280368552
8.983185819518722,-1.7498905365205328
8.92013142702055,-1.680798238907066
8.94585027378931,-1.4461741527082344
8.993646581295806,-1.1598259762941456
9.166279710975395,-1.0528436029196253
9.094102867471413,-0.7577227969603243
9.079688065078974,-0.5825276142159239
9.156352066230257,-0.43837752423553245
9.197314380290727,-0.35201279126659213
9.2773943807259,-0.2433942237352507
9.285418679236303,0.01173086828501646
8.974572557236892,-0.04994497634018977
9.110280973312847,-0.04337961205046536
9.465155507000782,-0.030608409294703338
9.379156059535593,-0.06839481246433031
9.263124432591875,-0.041194338901681025
9.436716295001295,-0.028222214498476804
9.400950910201846,0.14802243640904222
9.392355556571465,0.01917994566146026
9.529650213600092,0.15409466140001118
9.478697564635315,0.16683990679995403
9.78401972389309,0.32033909100641494
9.6948116048703,0.367380683813714
9.681875149411129,0.5415199332587727
9.597376075323297,0.705102487595942
9.860039248002849,1.001098266420206
10.000504394751234,1.1236213818759155
10.002201499667066,1.4635711626943542
9.997689010084898,1.7200476826316207
9.983380660807947,1.862562672736892
10.207907744772704,2.011323482993716
10.191354246634997,2.197159435474782
10.244367197423827,2.253817333671149
10.362929095499801,2.3207817623798714
10.312414176325733,2.3783154802307025
10.565094140782962,2.285407329226385
10.55810225115983,2.372005851541766
10.724206745151823,2.2906062149740998
10.774211673728606,2.2464753581474772
10.5977810736887,1.958312069224829
10.937041275299023,1.8970517734753969
10.536194266604014,1.7364334543099658
10.765780447458189,1.6313401883469212
10.692616206719027,1.5547056583076135
10.950554977289993,1.388293550301314
10.914425360396198,1.389496229010435
10.942010212281486,1.405415280896353
10.943902036257523,1.3405518173574462
11.138986039100784,1.3319564601945848
10.740711888793482,1.2357866431992133
11.019182050755179,1.3145927950205634
11.06659849336309,1.4340643142479692
10.946617230860161,1.4420295055447476
10.96553642765618,1.4698501999896934
11.133647015825206,1.4748690310782935
11.090765323277159,1.4760142874126023
10.86060308913289,1.37674997600765
10.85689190455379,1.379325485436846
10.942559662673274,1.300698392313516
11.165198289380225,1.1089009899378006
10.923440082268993,1.0646683588539643
10.919583603026217,0.8728316518275464
10.727670471063584,0.5190925434633438
10.918897992397753,0.3886283282470873
10.600584577980111,0.12852763316686916
10.723691857113513,-0.07077597778562142
10.710690084606918,-0.41657638302484357
10.52042750681581,-0.527144625451869
10.553064869375778,-0.8549333238218692
10.623194372912678,-1.0000900960577737
10.365931576725949,-1.0952192408822734
10.28359248538636,-1.298489223809517
10.313527780802666,-1.4160021849347455
10.28062234269021,-1.4743868766694952
10.25262192197463,-1.3844532514434085
10.134702439191864,-1.493236453552416
9.933861282490472,-1.55193383978835
9.949983953365555,-1.3923876731847027
9.890588260671887,-1.338717286766848
9.74344961350088,-1.271284788257047
9.730944817440799,-1.2722465680114485
9.77038925870197,-1.2320645488288908
9.786908469445008,-1.308361980382072
9.540621615092478,-1.3940416563037699
9.611109601032204,-1.4231237115135884
9.440631208036907,-1.4290877440855612
9.413504061314852,-1.5613666542613642
9.398758256979528,-1.6622906626754186
9.305472061333452,-1.8139540701231494
9.16996658021256,-1.9112316279632862
9.302338770919016,-2.000017911329039
9.13467665796715,-2.213298594484612
9.043947345767997,-2.3506720874168785
9.226659354568062,-2.3612216605928733
9.023122506001735,-2.387533980423813
9.081160895205405,-2.3105759099709466
8.978541229802197,-2.2649065542129603
9.060510670255995,-2.2771098521554087
9.105542563749522,-2.1564472545909634
8.980545058857503,-1.9361115806500035
9.029696384548346,-1.881811253989527
9.085511726826475,-1.6386899904106227
8.936708237089862,-1.4017031983179886
9.16476691277937,-1.2237931998232665
9.019550830230292,-0.9551055712453521
9.071246652927984,-0.8158210908335565
9.044194844989672,-0.5677329080546321
9.073447460716388,-0.45762946218755335
9.087633568680543,-0.2579133070627809
9.124732843077112,-0.13187154784839658
9.215201860013297,-0.1137371582681317
9.14945119626001,-0.06485847224531491
9.192841647308617,-0.07098406771033683
9.17565393187176,0.0019726497002540188
9.25930049220655,-0.026741397674777928
9.367924882361363,-0.08056480968001686
9.327503214211301,0.06059379683334208
9.477664468323933,-0.00044194034389507045
9.409503574761185,0.09832080151704134
9.465081971732246,0.05699697777676008
9.597980023951402,0.22893752969598336
9.574624542241601,0.3183364692202375
9.700345710389472,0.47093667497981984
9.869811427720474,0.6902720712752077
9.839847120068686,0.7560862946781698
9.773983906546007,1.0036417467425611
9.924097891979962,1.243147353066068
9.873203154448541,1.3988619659664696
9.965478841276214,1.5095965019690378
10.14286876018471,1.8044374031377688
10.182396768748973,1.9657975321467773
10.179833295310496,2.1076875047521795
10.365001531497937,2.215047449322773
10.418470558630121,2.3583598571890576
10.468835250365617,2.351386878759478
10.56484788431461,2.3957155415801767
10.62919752517105,2.419656674346976
10.630709116732948,2.3056282551916443
10.764869731840403,2.2852366508706883
10.746888157469545,1.9715999691581214
10.781616215883947,1.9049502054223189
10.975058954642396,1.881158756347869
10.983134663931695,1.7256046611430607
10.658717777561654,1.64412622699694
10.685115732013045,1.5662719249036263
10.962050083896411,1.4668739691843486
10.982546539441493,1.3660746692890038
11.012742038522028,1.226238368433851
10.7654758697347,1.302171595470928
11.071007652760422,1.3904993874511944
11.01934561357121,1.4328940130618717
10.93817751349444,1.403889025381607
10.980553346710886,1.3910220016127026
11.11096981994261,1.4252483990517193
11.006065577273908,1.3847120387353424
11.041708901802412,1.4937556426337046
11.034869661693781,1.3917706370833092
11.104226354576472,1.4569390197253014
10.773577058520859,1.278723648523444
10.858012222239383,1.2196821425132727
11.127854024955434,1.0264080794793176
10.670235305700139,0.8277479231538707
10.768370340280077,0.5523339785847261
10.876836454800092,0.29510826886844765
10.701630125702863,0.10663575355143606
10.71910826254055,-0.06595047793769554
10.635305106257197,-0.3799526240205335
10.46531327775868,-0.5349497492325739
10.460073021095203,-0.8690606554521658
10.386058234571353,-1.0999579754326263
10.338075733256568,-1.103146542932795
10.407739717201919,-1.3503980857783362
10.286697525351633,-1.2978806515089027
10.161648064186576,-1.3573515234293252
10.38282017611284,-1.4684971185692113
10.11497142790926,-1.4681077901141542
10.09515882826102,-1.4571453644344419
9.71751632181019,-1.427941078280743
9.958615749623087,-1.4457776954379273
9.926359462068145,-1.3174599411558758
9.783398858015287,-1.3102249891697433
9.791958861892912,-1.2847357663288568
9.780922095003783,-1.2203512469313402
9.584477692152545,-1.3016328600705322
9.658832263188511,-1.4124324603650715
9.511808082093566,-1.5140472656398747
9.414835301279828,-1.5963804590939275
9.338135184164907,-1.6817010482623163
9.405267025714094,-1.8230431324477252
9.257809016109215,-1.9129094777273863
9.394190964027407,-2.016453830467363
9.27211916753571,-2.2151660501962107
9.124632173377721,-2.2451365948431152
9.186512906684337,-2.393266651337117
9.168705645679635,-2.4098141636222548
9.124077820590058,-2.289553172898095
9.018010422195982,-2.3916754357017505
8.854563857692744,-2.240330142373246
8.904536872946164,-2.1728006450831736
9.139622127185403,-1.9333185597958198
9.052974611636806,-1.8236487169822615
8.825614280095298,-1.6041392981069027
9.006564886174006,-1.4957675752788817
8.951115007887255,-1.1578757660781613
9.102245610927396,-1.0073810466167248
9.031833052120488,-0.805828606763273
9.051620148634658,-0.645198859422334
8.885174242378353,-0.4586897007664014
9.095052799598088,-0.26154183815120674
9.07279776453021,-0.2029080781469604
9.078326635910726,-0.08617390180579022
9.177687505377337,-0.02649397233149911
9.25019285619434,-0.0896564235159378
9.054091281463165,-0.0018511503242634006
9.334972846987561,-0.0018563728658204893
9.376720519902088,0.0006859388316273802
9.297483809732991,-0.041220639652878865
9.374522974591283,0.0775835874824611
9.400697575005404,0.10454506407831388
9.440888911749829,0.1530741610268944
9.445334995724192,0.21556998404074926
9.728884576715407,0.37949649936199614
9.794718696095394,0.5103995268727219
9.80281466500436,0.5813269179709722
9.736482341270515,0.7601279382833003
9.85431939578447,0.9955159132353277
10.057731941848044,1.1969506352856705
10.168375677253046,1.4194348884026409
9.947369102577518,1.6808480969427182
9.904032620321445,1.84893926467991
10.2167749943594,1.9367554657763988
10.210520178547839,2.1943729508550422
10.347014926106967,2.2622982329140515
10.238559868414601,2.4040201839630395
10.537676154074822,2.3146197990618247
10.457832022510582,2.3188113751505095
10.533110839238184,2.194446790838242
10.60436322602368,2.356050710048014
10.59954669015672,2.2138724085667816
10.757025501998504,2.064868232224522
10.765557330264976,1.902882683503013
10.668660825123512,1.7880323666926488
10.809258576463561,1.699226633782941
10.828333511347903,1.543211772744737
10.822524474851166,1.4289752284290855
10.832358379785193,1.3061612196973416
10.96249166736102,1.2868928596619975
11.06012969740464,1.3354831625092716
10.844652469966867,1.252391621908583
10.991095388307103,1.3791028296614503
10.863363385390585,1.3680280672668568
11.085109813485781,1.420789965908173
10.909069387695816,1.3362567011388733
10.868194807782194,1.4670651766968599
10.887779495756186,1.4988189907172043
10.894628401371389,1.4610114357782429
10.89501367751877,1.391568597036782
11.133524616797926,1.3945205388735875
10.997377662423514,1.295643697222853
10.792938245014776,1.2158685212539946
10.796629361788495,1.0186893844880944
10.629407020343141,0.7615057054354234
10.794663052862878,0.553504682031546
10.582246681337567,0.36597727179988176
10.645636407273773,0.10941038702870948
10.809061892905614,-0.24217248061632188
10.815995366071512,-0.3534094869280751
10.51388301556443,-0.6608840747650782
10.656809375683913,-0.8554087455731695
10.364326333084762,-1.0098314683535083
10.267192996591628,-1.092604266851065
10.277652469862605,-1.2312389949727682
10.258045405860319,-1.4514429654740988
10.205869641719895,-1.4463803555818622
10.237027122178914,-1.4756303485386149
9.743948074143706,-1.5035260226983829
10.03568705957701,-1.4260534341247681
9.854180965753965,-1.4371320269864905
10.009580721262049,-1.3268151247687865
9.655568636336401,-1.3322492333681968
10.041496384183597,-1.3826180225232167
9.594893191382548,-1.3836468599045282
9.599802570019452,-1.3315865726013612
9.500689462300267,-1.2923217432985832
9.58614195365444,-1.3700590478427865
9.524770694279908,-1.494839491499729
9.456314350649158,-1.6171840939188213
9.45401342436003,-1.6280007998561679
9.374404449127713,-1.8721743269498115
9.280889137292366,-1.9747835575455488
9.351816049853127,-2.0616431794832244
9.279250287333367,-2.199379035054411
9.209028808085561,-2.2165317665581976
9.126127863343916,-2.3008825641586172
9.152863845024655,-2.310461113689922
9.190719995152406,-2.4454174226252214
8.976201562776678,-2.460198899318434
9.084734517128146,-2.2536908252220424
9.06870735526136,-2.0147839844561926
9.072996036103284,-1.9904584432039953
9.105873780149732,-1.8067466121339748
9.020341529287354,-1.6277121076628596
9.016566928913715,-1.48486454721287
9.103466539712318,-1.2077424113325446
8.947312013058461,-0.9678163512077446
8.857764272160331,-0.7770309634075039
8.94281358048844,-0.6676333015468167
8.891711250550223,-0.4764526744468408
9.12016634596213,-0.31441756671528687
9.047884828224225,-0.24690334087908575
9.16339665384279,-0.08450566234134671
9.07815662285057,-0.06468269551007841
9.115434826924178,0.0061443472654969765
9.029332069181526,-0.005086864874719767
9.399992552917887,-0.016322276359008875
9.452308338702467,-0.07257200913356993
9.551456116578924,0.03765918768267847
9.359616761689436,0.05547871921448493
9.457934865357496,0.0705641095920335
9.686822574453073,0.11095241710478707
9.385250017786436,0.16800706711157576
9.709348192600187,0.22388550884016695
9.685910829596596,0.36793879942775487
9.606999862780658,0.5825817610037948
9.900021859661472,0.7402703914707762
9.815989857571935,1.006713166047093
10.12761781751674,1.1988434343949181
9.871240532539106,1.3560251136663082
10.11459875780811,1.7010349166884031
10.083893494821181,1.900553415393969
10.253047024047916,2.0488287572419055
10.384538254439619,2.1568151197215375
10.339593641289945,2.2127609102010695
10.40262062946975,2.25228778487073
